"","listings1$id","host_response_time","host_neighbourhood","zipcode","host_is_superhost","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","is_location_exact","property_type","room_type","bed_type","calendar_updated","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month","days_btwn_host_review","days_since_last_review","days_since_1st_review","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","bathrooms","bedrooms","beds","price","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","calculated_host_listings_count","count_host_verf","count_amen","days_host_since","weekly_price","monthly_price","security_deposit","cleaning_fee"
"1",12147973,"NA","Roslindale","2131","f","['email', 'phone', 'facebook', 'reviews']","t","f","Roslindale","t","House","Entire home/apt","Real Bed","2 weeks ago","f","moderate","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,1,4,1.5,2,3,250,1,1,2,1125,0,0,0,0,0,1,4,12,535,NA,NA,NA,35
"2",3075044,"within an hour","Roslindale","2131","f","['email', 'phone', 'facebook', 'linkedin', 'amex', 'reviews', 'jumio']","t","t","Roslindale","t","Apartment","Private room","Real Bed","a week ago","t","moderate","f","f",94,10,9,10,10,9,9,1.3,724,49,853,1,1,1,2,1,1,1,65,0,1,2,15,26,54,84,359,36,1,7,13,1577,400,NA,95,10
"3",6976,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","t","Apartment","Private room","Real Bed","5 days ago","f","moderate","t","f",98,10,9,10,10,9,10,0.47,69,57,2631,1,0.88,1,2,1,1,1,65,1,13,3,45,19,46,61,319,41,1,4,12,2700,395,1350,NA,NA
"4",1436513,"within a few hours","NA","NA","f","['email', 'phone', 'reviews']","t","f","Roslindale","f","House","Private room","Real Bed","a week ago","f","moderate","f","f",100,10,10,10,10,10,10,1,1225,34,34,1,0.5,1,4,1,1,2,75,2,17,1,1125,6,16,26,98,1,1,3,16,1259,NA,NA,100,50
"5",7651065,"within an hour","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","2 weeks ago","f","flexible","f","f",99,10,10,10,10,9,10,2.25,464,30,410,1,1,1,2,1.5,1,2,79,1,1,2,31,13,34,59,334,29,1,4,10,874,NA,NA,NA,15
"6",12386020,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Condominium","Private room","Real Bed","2 weeks ago","f","flexible","f","f",100,10,10,10,10,9,10,1.7,28,34,164,1,0.95,2,2,1,1,1,75,1,1,2,1125,5,28,58,58,8,1,4,11,192,NA,NA,NA,30
"7",5706985,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio', 'kba']","t","t","Roslindale","f","Apartment","Entire home/apt","Real Bed","3 days ago","f","strict","f","f",90,10,10,10,10,9,9,4,774,30,451,0.98,0.96,5,3,1,1,2,100,1,17,1,1125,22,39,69,344,57,3,5,10,1225,NA,NA,NA,NA
"8",2843445,"within a few hours","Roslindale","2131","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","yesterday","f","moderate","t","t",96,10,10,10,10,10,10,2.38,651,27,867,1,1,2,2,2,1,1,75,1,7,1,1125,30,60,90,365,67,2,5,15,1518,NA,NA,NA,10
"9",753446,"within an hour","Roslindale","2131","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Roslindale","t","Condominium","Private room","Real Bed","today","f","moderate","f","f",96,10,10,10,10,9,10,5.36,1051,32,387,1,1,1,2,1,1,2,58,2,1,2,1125,12,42,72,347,65,1,5,7,1438,NA,NA,NA,NA
"10",849408,"within an hour","Roslindale","2131","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Roslindale","t","Apartment","Entire home/apt","Real Bed","today","f","strict","f","f",94,10,9,10,10,9,9,1.01,380,127,1003,1,1,2,5,1,2,2,229,4,17,4,10,20,50,80,107,33,2,5,15,1383,NA,NA,200,50
"11",12023024,"within a day","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","House","Private room","Real Bed","5 days ago","f","flexible","f","f",80,10,8,8,10,10,10,0.36,85,106,106,0.83,1,1,2,1,1,1,60,1,2,1,1125,16,38,68,343,1,1,3,12,191,NA,NA,NA,30
"12",1668313,"within an hour","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","6 weeks ago","f","flexible","f","f",94,9,10,10,10,9,9,0.48,37,44,1076,1,0.89,2,1,1,1,1,57,1,1,1,1125,6,36,66,341,17,2,4,7,1113,350,1125,NA,40
"13",2684840,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","Condominium","Entire home/apt","Real Bed","3 months ago","t","flexible","f","f",100,10,10,10,10,10,10,0.64,845,70,70,1,1,2,4,1,2,2,93,1,1,1,1125,0,0,0,0,1,2,3,15,915,NA,NA,NA,40
"14",13547301,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Apartment","Entire home/apt","Real Bed","yesterday","f","moderate","f","f",97,10,10,10,10,9,10,4.93,144,28,96,1,0.97,1,5,1,2,3,150,5,20,2,21,8,17,39,129,12,1,4,14,240,NA,NA,NA,50
"15",5434353,"within a day","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Entire home/apt","Real Bed","2 days ago","f","moderate","f","f",91,9,9,10,9,9,9,0.56,674,56,396,0.75,1,1,2,1.5,2,2,145,2,23,3,1125,11,14,44,319,7,1,4,10,1070,950,3000,500,150
"16",225979,"within an hour","Roslindale","2131","f","['email', 'phone', 'facebook', 'reviews']","t","f","Roslindale","t","Apartment","Private room","Real Bed","a week ago","t","strict","f","f",96,9,10,10,10,9,10,1.16,4,60,1836,1,0.79,2,1,0,1,1,60,1,1,1,365,4,34,64,339,70,2,4,11,1840,350,1100,NA,NA
"17",3420384,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","House","Private room","Real Bed","today","f","flexible","f","f",100,10,10,10,10,10,10,1,1997,36,36,1,1,1,4,1,1,3,165,3,7,3,1125,20,50,80,349,1,1,3,12,2033,750,NA,NA,50
"18",13512930,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","Condominium","Private room","Real Bed","2 months ago","t","flexible","f","f",100,10,10,10,10,10,10,0.37,812,103,103,1,1,2,2,1,1,1,75,1,7,1,1125,0,0,0,0,1,2,3,13,915,NA,NA,NA,20
"19",7482195,"within a day","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","5 months ago","f","strict","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,1,3,1,1,1,1,49,1,2,5,1125,0,0,20,295,0,3,4,10,490,NA,NA,NA,NA
"20",7252607,"within a day","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","f","House","Private room","Real Bed","5 months ago","f","strict","f","f",95,9,10,10,10,9,10,0.29,50,41,440,1,1,3,2,1,1,1,49,1,2,5,1125,0,0,0,262,4,3,4,11,490,280,950,NA,NA
"21",2583074,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Villa","Private room","Real Bed","today","f","flexible","f","f",99,10,10,10,10,9,10,1.24,155,32,774,1,0.94,3,1,2.5,1,1,40,1,1,2,1125,6,27,57,332,31,3,4,9,929,250,800,NA,NA
"22",13251243,"within an hour","Roslindale","2131","f","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","t","Roslindale","t","House","Entire home/apt","Real Bed","today","t","moderate","f","f",98,10,10,10,10,10,10,5.93,22,30,104,1,1,1,3,1,0,2,120,3,1,2,6,0,7,32,207,16,1,5,12,126,NA,NA,150,50
"23",225834,"within an hour","Roslindale","2131","f","['email', 'phone', 'facebook', 'reviews']","t","f","Roslindale","t","Apartment","Private room","Real Bed","a week ago","t","strict","f","f",98,9,10,10,10,9,9,0.63,15,31,1825,1,0.79,2,2,0,1,1,70,1,2,1,365,0,0,24,299,38,2,4,12,1840,420,1320,NA,NA
"24",6400432,"within a day","NA","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","f","House","Entire home/apt","Real Bed","3 weeks ago","f","flexible","f","f",88,9,9,9,10,9,10,1.58,282,43,421,1,0.63,1,8,1,3,5,150,6,1,3,1125,0,0,0,0,21,1,4,12,703,700,2500,150,100
"25",5498472,"NA","Roslindale","2131","f","['email', 'reviews']","t","f","Roslindale","t","House","Entire home/apt","Real Bed","10 months ago","f","moderate","f","f",100,10,10,10,10,10,10,0.07,146,435,435,1,0.94,1,5,3.5,4,3,175,1,1,14,1125,0,0,0,0,1,1,2,12,581,NA,2800,500,100
"26",894539,"within an hour","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","2 weeks ago","f","moderate","f","f",96,10,10,10,10,9,10,1.13,269,29,1082,1,0.92,2,2,1.5,1,1,95,1,1,1,1125,0,0,0,1,40,2,4,17,1351,625,NA,NA,10
"27",879929,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","Apartment","Private room","Real Bed","2 weeks ago","f","strict","f","f",95,10,9,10,10,9,9,1.06,118,305,1242,1,1,1,2,1,1,1,90,1,1,1,1125,0,0,0,122,43,1,3,7,1360,500,1500,NA,NA
"28",9218312,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","2 weeks ago","f","moderate","f","f",99,10,10,10,10,10,10,4.02,66,38,269,1,1,1,2,1,1,1,95,1,1,2,1125,8,16,37,107,33,1,4,10,335,500,1600,NA,15
"29",321328,"within a day","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","t","Apartment","Private room","Real Bed","today","f","flexible","f","f",90,9,8,10,9,9,9,0.21,-424,343,1561,0.6,1,1,2,1,1,2,100,1,3,1,30,21,51,81,356,11,1,4,6,1137,500,1500,NA,NA
"30",1810172,"within an hour","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","3 months ago","f","flexible","f","f",96,10,9,10,10,9,10,0.58,49,47,1064,1,0.89,2,2,1,1,1,67,1,32,1,1125,0,5,35,310,20,2,4,11,1113,400,1300,NA,40
"31",6513924,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Condominium","Private room","Real Bed","a week ago","f","flexible","f","f",92,10,9,10,10,9,9,1.93,361,31,489,0.95,1,1,1,1,1,1,55,1,1,1,4,0,0,0,129,30,1,4,12,850,NA,NA,NA,NA
"32",7093109,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Apartment","Entire home/apt","Real Bed","today","t","strict","f","f",100,10,10,10,10,9,10,0.38,278,123,181,1,1,1,6,1,2,2,200,4,13,2,1125,21,48,78,353,2,1,4,10,459,NA,NA,200,85
"33",14690527,"NA","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Apartment","Entire home/apt","Real Bed","2 weeks ago","t","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,1,4,1,1,2,150,1,1,1,1125,0,0,3,17,0,1,4,13,582,NA,NA,NA,NA
"34",7086825,"within a day","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","2 months ago","f","strict","f","f",98,9,9,10,10,9,10,0.72,50,97,440,1,1,3,1,1,1,1,49,1,2,5,1125,0,20,50,325,10,3,4,10,490,280,950,NA,NA
"35",1861070,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","House","Private room","Real Bed","4 weeks ago","f","flexible","f","f",96,10,10,10,10,10,10,0.59,218,98,893,1,0.71,1,1,1.5,1,1,75,1,1,1,1125,27,57,87,362,17,1,3,6,1111,490,NA,NA,NA
"36",4283698,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","t","House","Entire home/apt","Real Bed","today","f","strict","f","f",87,9,9,10,10,9,9,2.36,1378,29,721,1,0.95,2,4,1,1,2,110,2,13,3,1125,7,16,25,300,55,1,4,12,2099,680,2300,NA,25
"37",10116095,"within a few hours","NA","2131","f","['email', 'phone', 'facebook', 'reviews']","t","f","Roslindale","f","Apartment","Private room","Real Bed","1 week ago","f","strict","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,1,1,2,1,1,1,115,1,1,1,1125,19,46,76,351,0,1,4,10,1828,NA,NA,200,35
"38",8548176,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio', 'kba']","t","t","Roslindale","t","House","Entire home/apt","Real Bed","5 days ago","f","strict","f","f",91,10,10,10,10,9,9,2.07,855,39,370,0.98,0.96,5,16,1,3,5,125,1,17,1,1125,26,51,81,351,24,3,5,13,1225,NA,NA,250,50
"39",4922204,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio', 'kba']","t","t","Roslindale","t","House","Entire home/apt","Real Bed","2 weeks ago","f","strict","f","f",95,10,10,10,10,10,9,4.32,632,40,593,0.98,0.96,5,16,2.5,3,7,200,1,17,1,1125,18,38,68,343,82,3,5,14,1225,NA,NA,250,50
"40",4085362,"within a few hours","Roslindale","2131","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","today","f","moderate","t","t",97,10,10,10,10,10,10,0.87,805,27,713,1,1,2,2,2,1,1,75,1,7,1,1125,26,56,86,361,20,2,5,15,1518,NA,NA,NA,10
"41",3755609,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","2 weeks ago","t","flexible","f","f",95,9,9,10,10,9,9,0.87,47,55,746,1,1,1,1,1,1,1,78,1,1,3,1125,4,34,64,339,21,1,4,1,793,510,1800,500,25
"42",13768853,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","t","Apartment","Private room","Real Bed","3 weeks ago","f","flexible","f","f",96,10,10,10,10,10,10,5.77,321,39,75,1,1,1,4,1,1,2,50,1,1,2,15,0,0,0,0,10,1,4,9,396,NA,NA,NA,10
"43",1936861,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","t","Apartment","Private room","Real Bed","6 days ago","f","flexible","f","f",98,10,10,10,10,9,10,4.39,52,33,1000,1,0.71,1,1,1,1,1,60,1,2,1,1125,20,50,80,355,143,1,4,11,1052,NA,NA,NA,NA
"44",4461111,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","today","f","flexible","f","f",100,9,10,10,9,7,9,0.54,794,115,135,1,0.94,3,1,1.5,1,1,45,1,1,2,1125,6,6,6,254,2,3,4,9,929,300,900,NA,NA
"45",1724900,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","House","Entire home/apt","Real Bed","yesterday","f","strict","f","f",92,10,10,10,10,9,9,0.74,94,40,1070,0.77,0.89,2,4,1,2,2,145,3,21,5,1125,4,8,38,306,26,2,3,11,1164,882,2790,446,56
"46",13937181,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","House","Private room","Real Bed","today","f","flexible","f","f",96,10,9,10,10,9,9,3.13,12,26,71,1,0.83,1,2,2,1,1,45,1,2,2,1125,2,28,53,133,5,1,3,10,83,NA,NA,NA,NA
"47",3968797,"within an hour","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","a week ago","f","moderate","f","f",97,10,10,10,10,9,10,1.67,807,34,544,1,0.92,2,2,1.5,1,1,85,1,1,1,1125,0,0,0,267,29,2,4,13,1351,500,1000,NA,10
"48",1494726,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","5 days ago","f","strict","f","f",93,9,10,10,10,10,10,0.37,412,91,762,1,1,1,1,1,1,1,75,1,17,3,1125,20,50,80,355,9,1,4,13,1174,499,1499,200,50
"49",8473851,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","4 weeks ago","f","flexible","f","f",99,10,10,10,10,9,10,1.23,13,48,365,1,0.91,1,2,2,1,1,50,1,2,2,1125,11,41,71,161,14,1,4,13,378,NA,NA,NA,NA
"50",3575220,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","House","Private room","Real Bed","2 weeks ago","f","flexible","f","f",97,10,9,10,10,9,10,0.33,168,41,761,1,0.94,3,1,2.5,1,1,45,1,1,2,1125,0,0,0,260,8,3,4,9,929,300,900,NA,NA
"51",1591827,"within an hour","Roslindale","2131","f","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","t","House","Private room","Real Bed","4 weeks ago","f","moderate","f","f",92,10,10,10,10,9,9,3.22,16,33,1114,1,0.67,1,2,1,1,1,60,2,33,2,5,0,0,0,248,117,1,4,11,1130,NA,NA,NA,NA
"52",3229255,"within a few hours","Roslindale","2131","t","['email', 'phone', 'reviews', 'kba']","t","t","Roslindale","t","Apartment","Entire home/apt","Real Bed","4 days ago","f","strict","f","f",99,10,10,10,10,10,10,2.07,60,38,791,0.9,0.94,1,3,1,1,1,95,1,1,1,180,8,20,46,258,53,1,4,14,851,NA,NA,250,35
"53",1721016,"within a few hours","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","f","Apartment","Entire home/apt","Real Bed","yesterday","f","strict","f","f",100,10,10,10,10,10,10,0.12,377,117,787,0.77,0.89,2,2,1,0,1,89,2,26,3,1125,19,43,73,348,3,2,3,10,1164,837,2790,223,45
"54",12535687,"NA","Roslindale","2131","f","['email', 'phone', 'reviews']","t","f","Roslindale","t","Apartment","Entire home/apt","Real Bed","today","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,1,3,1,0,2,110,1,17,2,1125,17,40,58,333,0,1,3,15,550,NA,NA,NA,25
"55",12994227,"within a few hours","NA","2131","f","['email', 'phone', 'reviews', 'jumio']","t","t","Roslindale","f","Condominium","Private room","Pull-out Sofa","3 weeks ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,1,1,2,1,1,1,65,1,7,1,1125,6,10,10,259,0,1,4,16,1125,NA,NA,NA,20
"56",12927298,"within an hour","Roslindale","2131","f","['email', 'phone', 'linkedin', 'reviews', 'jumio', 'kba']","t","t","Roslindale","t","House","Entire home/apt","Real Bed","today","f","strict","f","f",80,10,10,10,10,8,6,1.15,90,25,75,1,1,1,7,2,3,3,285,5,17,3,1125,16,34,64,331,2,1,6,13,165,NA,NA,500,125
"57",169938,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'facebook']","t","f","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","today","f","moderate","f","f",94,10,10,10,10,10,9,1,1880,28,28,0.5,1,1,4,1,1,1,140,4,1,3,730,17,24,54,144,1,1,3,8,1908,1000,4050,NA,125
"58",594693,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews']","t","f","Jamaica Plain","t","Apartment","Private room","Real Bed","today","f","strict","f","f",93,9,8,10,10,10,9,0.46,99,26,1532,1,1,2,2,1,1,1,70,1,2,2,1125,3,23,53,328,23,2,4,10,1631,350,1300,NA,10
"59",2384581,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","2 weeks ago","f","flexible","f","f",93,9,9,10,10,10,9,0.46,35,330,930,0.93,0.73,2,2,1,1,1,95,1,13,1,14,30,60,90,365,14,2,4,11,965,NA,NA,NA,NA
"60",735970,"NA","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews']","t","f","Jamaica Plain","t","Bed & Breakfast","Private room","Real Bed","12 months ago","f","flexible","f","f",100,10,9,9,9,10,10,0.06,33,498,1418,1,0.94,1,2,1,1,1,55,1,1,300,365,0,0,0,0,3,1,4,7,1451,350,NA,NA,NA
"61",4262255,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","6 days ago","f","moderate","f","f",99,10,10,10,10,10,10,2.48,21,33,713,1,0.89,1,2,1,1,1,80,1,1,2,8,0,8,26,301,57,1,4,13,734,NA,NA,NA,NA
"62",4000384,"within a day","Jamaica Plain","2119","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","2 weeks ago","f","flexible","f","f",97,10,10,10,10,9,10,2.36,245,42,761,0.7,0.85,2,2,1,1,1,120,1,1,2,1125,7,17,47,109,58,1,4,10,1006,NA,NA,NA,NA
"63",6693305,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","6 months ago","f","flexible","f","f",100,10,8,10,10,10,10,0.07,447,453,453,1,0.89,4,2,1,1,1,65,1,1,1,1125,0,0,0,0,1,4,4,11,900,NA,NA,NA,NA
"64",6730758,"within an hour","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","3 days ago","f","moderate","f","f",97,10,10,10,10,9,10,3.03,1755,41,479,1,1,1,4,1,1,2,100,2,13,2,14,1,3,3,23,46,1,4,13,2234,600,NA,NA,NA
"65",6248970,"within an hour","NA","2130","t","['email', 'phone', 'reviews']","t","f","Jamaica Plain","f","Apartment","Private room","Real Bed","6 weeks ago","f","moderate","f","f",96,10,9,10,10,9,10,4.29,20,35,498,1,1,1,1,1,1,1,65,1,1,3,30,7,13,43,43,68,1,3,0,518,400,NA,NA,NA
"66",12806707,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'manual_online', 'reviews', 'manual_offline']","t","t","Jamaica Plain","t","House","Private room","Real Bed","4 weeks ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,0.71,1,1,1,1,1,1,60,1,1,2,1125,5,35,65,340,0,1,3,13,1404,NA,NA,NA,NA
"67",14246616,"a few days or more","Jamaica Plain","2130","f","['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","4 weeks ago","f","flexible","f","f",73,9,5,10,10,9,9,2.73,1272,31,56,0.36,0.93,1,2,1,1,1,63,1,1,2,5,0,0,0,0,3,1,4,8,1328,NA,NA,NA,NA
"68",3703674,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","Townhouse","Private room","Real Bed","3 months ago","f","flexible","f","f",100,9,10,10,9,10,9,0.62,871,104,216,1,0.5,1,2,1,1,1,75,1,1,1,1125,0,0,0,250,4,1,3,13,1087,NA,NA,200,NA
"69",4792901,"NA","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","House","Private room","Real Bed","8 months ago","f","strict","f","f",90,9,9,9,9,10,9,0.16,260,390,401,1,0.94,1,2,1,1,1,65,1,17,1,1125,0,0,0,0,2,1,3,6,661,250,850,NA,10
"70",5717528,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","4 weeks ago","f","strict","f","f",94,10,10,10,9,9,9,0.48,716,110,463,1,1,1,1,1,1,1,110,1,1,1,34,11,41,71,346,7,1,5,10,1179,500,1600,NA,NA
"71",5601743,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","t","Jamaica Plain","t","House","Private room","Real Bed","1 week ago","t","strict","f","f",82,8,7,9,9,9,8,1.46,399,31,393,0.73,1,4,2,1,1,1,46,2,17,2,40,8,32,62,62,18,4,4,13,792,210,1000,200,50
"72",13333862,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","3 months ago","f","strict","f","f",94,10,10,10,10,10,9,1.17,377,49,359,0.6,0.6,2,3,1,1,1,75,1,1,2,7,0,0,0,0,0,2,6,13,1315,NA,NA,300,50
"73",519272,"NA","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","Apartment","Private room","Real Bed","5 months ago","f","moderate","f","f",98,10,10,10,10,10,10,0.31,699,123,893,1,0.94,1,2,1.5,1,1,62,2,33,3,10,0,0,0,0,9,1,3,8,1592,600,NA,150,25
"74",14090779,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Condominium","Private room","Real Bed","4 weeks ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.25,2,2,1.5,1,1,69,1,4,2,1125,0,12,15,15,0,2,4,7,1254,NA,NA,95,15
"75",8481291,"NA","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","4 months ago","f","moderate","f","f",100,10,10,10,10,10,10,0.36,789,163,355,1,0.94,1,2,1,1,1,69,1,7,2,29,0,0,0,0,4,1,4,9,1144,450,1500,NA,20
"76",6990904,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","6 weeks ago","f","moderate","f","f",99,10,9,10,10,9,10,1.35,22,47,444,0.5,1,2,2,2,1,1,73,1,1,1,1125,0,0,0,78,19,2,4,10,466,450,1596,NA,50
"77",197727,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews']","t","f","Jamaica Plain","t","Apartment","Private room","Real Bed","2 months ago","f","strict","f","f",99,10,10,10,10,10,10,0.36,42,62,1834,1,0.75,1,1,1,1,1,85,1,13,2,180,0,1,31,306,22,1,4,9,1876,500,1200,NA,NA
"78",932853,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","today","f","strict","f","f",96,9,10,10,10,10,9,0.41,70,150,1260,1,0.56,4,2,2,1,1,120,1,13,1,1125,4,32,62,337,17,4,4,13,1330,900,2500,500,80
"79",11159585,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","5 weeks ago","f","flexible","f","f",100,10,10,10,10,10,10,0.21,74,165,165,1,1,1,2,3.5,1,2,125,1,17,2,1125,30,60,90,365,1,1,4,11,239,NA,NA,100,NA
"80",9677354,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Pull-out Sofa","2 months ago","f","flexible","f","f",93,10,9,10,10,10,9,1.35,1877,70,179,0.6,0.88,1,1,1,1,1,70,1,1,1,1125,28,58,88,363,7,1,4,10,2056,NA,NA,NA,NA
"81",13426831,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'kba']","t","f","Jamaica Plain","t","Condominium","Private room","Real Bed","2 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0,1,2,1,1,1,100,1,1,1,3,0,0,0,0,0,1,3,9,825,NA,NA,95,10
