"","listings1$id","host_response_time","host_neighbourhood","zipcode","host_is_superhost","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","is_location_exact","property_type","room_type","bed_type","calendar_updated","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month","days_btwn_host_review","days_since_last_review","days_since_1st_review","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","bathrooms","bedrooms","beds","price","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","calculated_host_listings_count","count_host_verf","count_amen","days_host_since","weekly_price","monthly_price","security_deposit","cleaning_fee"
"289",12849003,"within an hour","Jamaica Plain","2130","t","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Townhouse","Private room","Real Bed","3 weeks ago","f","moderate","f","f",98,10,10,10,10,9,10,5.09,679,25,135,1,0.97,1,2,1,1,1,85,1,2,1,1125,3,10,10,255,19,1,5,8,814,NA,NA,NA,25
"290",8067585,"within a few hours","NA","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","f","Apartment","Private room","Real Bed","2 months ago","f","moderate","f","f",98,10,10,10,10,10,10,1.66,337,47,258,1,1,1,2,1,1,1,83,2,1,2,1125,0,20,50,50,13,1,4,11,595,NA,NA,NA,NA
"291",7723492,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","4 days ago","t","strict","f","f",94,9,10,10,10,10,9,1.69,951,31,414,1,1,5,2,1,1,1,75,1,2,1,1125,0,0,4,163,22,3,4,13,1365,730,2352,NA,12
"292",1956275,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","today","f","strict","f","f",88,9,9,9,9,9,9,2.3,86,87,987,1,1,1,6,2,3,3,168,5,12,2,250,7,20,49,309,74,1,4,15,1073,990,4300,350,69
"293",1136972,"within an hour","Jamaica Plain","2131","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","yesterday","t","flexible","f","f",96,10,9,10,10,9,10,7.07,549,41,1211,1,1,4,2,1,1,1,60,2,17,1,10,17,36,66,89,280,4,5,13,1760,NA,NA,NA,NA
"294",1071235,"within an hour","Jamaica Plain","2130","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","a week ago","t","strict","f","f",94,10,10,10,10,10,9,3.75,636,39,1240,1,1,2,2,1,1,1,135,1,1,2,1125,8,12,28,303,152,2,5,13,1876,964,3250,250,40
"295",4233242,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Bed & Breakfast","Private room","Real Bed","5 weeks ago","f","moderate","f","f",97,9,9,10,10,10,9,0.64,1517,47,727,1,0.92,2,2,1,1,1,119,1,1,2,7,11,24,38,300,15,2,5,13,2244,NA,NA,NA,NA
"296",14415125,"within an hour","Jamaica Plain","2130","f","['email', 'phone']","t","f","Jamaica Plain","t","Condominium","Entire home/apt","Real Bed","today","f","strict","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,1,2,5,1,2,2,275,2,17,3,1125,15,45,75,350,0,2,2,15,149,NA,NA,300,80
"297",3905508,"within a few hours","NA","2131","f","['email', 'phone', 'facebook', 'reviews']","t","f","Jamaica Plain","f","House","Entire home/apt","Real Bed","yesterday","f","flexible","f","f",99,10,10,10,10,10,10,1.68,973,25,524,1,1,1,2,1,1,1,130,2,1,2,1125,4,23,41,285,28,1,4,9,1497,780,2400,300,35
"298",1628130,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews']","t","f","Jamaica Plain","t","House","Entire home/apt","Real Bed","a week ago","f","flexible","f","f",100,10,10,10,10,10,10,0.64,2029,70,70,1,0.6,1,10,3.5,4,7,750,1,1,2,3,0,0,0,0,1,1,4,14,2099,3000,NA,NA,125
"299",14566386,"within an hour","NA","2130","f","['email', 'phone', 'google', 'jumio']","t","t","Jamaica Plain","f","Apartment","Entire home/apt","Real Bed","3 weeks ago","t","moderate","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,1,1,3,1,2,3,160,2,17,2,2,0,0,15,290,0,1,3,14,629,1000,3500,300,50
"300",9590679,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'jumio', 'kba']","t","t","Jamaica Plain","t","Condominium","Private room","Real Bed","2 weeks ago","f","moderate","f","f",100,10,10,10,10,10,10,3.07,125,41,189,1,0.92,1,1,1,1,1,65,1,13,3,1125,0,6,29,119,17,1,5,10,314,NA,NA,200,15
"301",14469677,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","t","Jamaica Plain","f","House","Private room","Futon","2 days ago","f","moderate","f","f",100,9,9,9,9,9,9,3,58,35,42,1,1,3,4,1,1,2,77,2,7,2,90,3,29,49,128,3,3,6,14,100,NA,NA,NA,10
"302",447826,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","5 days ago","f","moderate","t","t",96,9,9,10,10,10,10,3.86,82,29,1561,1,1,1,2,1,1,1,71,1,1,3,120,3,11,35,295,198,1,4,10,1643,460,1750,NA,NA
"303",12736777,"NA","NA","2130","f","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","f","Townhouse","Entire home/apt","Real Bed","3 months ago","f","flexible","f","f",100,10,10,10,10,8,10,0.48,345,85,85,1,0.94,1,2,1.5,1,1,200,1,1,2,1125,0,0,0,217,1,1,5,13,430,NA,NA,NA,NA
"304",9459945,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","5 weeks ago","f","moderate","f","f",100,10,10,10,10,9,10,0.61,533,30,270,1,0.9,1,2,1,1,1,55,0,1,2,1125,0,0,30,305,5,1,5,10,803,NA,NA,200,30
"305",13621476,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","2 months ago","f","flexible","f","f",94,10,10,10,10,10,9,0.43,338,92,92,1,1,1,2,2,1,1,95,1,1,1,30,0,0,0,0,1,1,5,11,430,NA,NA,100,15
"306",2365632,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","3 weeks ago","f","strict","f","f",94,9,9,10,10,10,9,1.8,24,35,941,0.93,0.73,2,4,1,2,2,220,2,13,2,21,8,28,58,58,55,2,4,14,965,1450,3000,NA,75
"307",10163454,"NA","Jamaica Plain","2130","f","['email', 'phone', 'amex']","t","f","Jamaica Plain","t","House","Private room","Real Bed","7 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,0,2,1,1,1,54,1,1,1,62,0,0,0,0,0,1,3,13,282,NA,NA,NA,NA
"308",14308511,"within an hour","NA","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","f","Apartment","Private room","Real Bed","yesterday","f","moderate","f","f",92,10,10,9,10,10,9,5,1859,31,41,1,1,1,3,1,1,2,72,1,7,1,1125,9,39,69,344,5,1,4,11,1900,NA,NA,95,15
"309",13751426,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Futon","today","f","flexible","f","f",96,10,10,10,10,10,10,4.41,146,26,57,1,0.83,1,2,1,1,1,70,2,20,2,1125,4,6,24,30,5,1,4,14,203,NA,NA,95,NA
"310",1692573,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","yesterday","f","moderate","f","f",96,10,10,10,10,10,10,2.63,43,44,1071,1,1,1,4,1,2,3,135,2,17,2,1125,7,19,48,303,92,1,4,7,1114,NA,NA,NA,50
"311",12932001,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","today","f","strict","f","f",100,10,10,10,10,10,10,1.3,1004,53,92,1,1,1,6,1.5,3,3,300,1,1,4,15,24,54,84,359,3,1,4,14,1096,NA,NA,500,50
"312",5182313,"within a few hours","Jamaica Plain","2119","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","2 days ago","f","moderate","t","t",96,10,9,10,10,9,10,3.75,1413,50,567,1,0.85,1,2,1,1,1,110,1,2,2,7,12,42,72,72,68,1,5,13,1980,NA,NA,NA,5
"313",13865867,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","t","Jamaica Plain","t","House","Private room","Real Bed","2 days ago","f","moderate","f","f",96,10,10,10,10,10,10,5,51,29,49,1,1,3,2,1,1,1,70,1,1,2,90,15,40,60,137,5,3,6,17,100,NA,NA,NA,10
"314",4331214,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","House","Private room","Real Bed","a week ago","f","moderate","f","f",95,10,10,10,10,10,10,1.48,728,70,712,1,0.96,2,1,1,1,1,75,1,1,2,60,0,11,41,131,34,2,5,12,1440,440,NA,NA,25
"315",12824498,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","2 months ago","f","flexible","f","f",90,9,7,9,10,10,9,1.03,887,53,140,1,0.5,1,2,1,1,1,70,2,20,1,1125,0,0,0,0,4,1,4,11,1027,NA,NA,NA,NA
"316",14602997,"within an hour","Jamaica Plain","2119","f","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Condominium","Private room","Real Bed","2 days ago","f","strict","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,1,1,2,1,1,1,88,1,13,2,15,1,18,42,121,0,1,5,10,2338,NA,NA,200,20
"317",6377998,"within a day","Jamaica Plain","2119","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","3 weeks ago","f","flexible","f","f",97,10,10,10,10,9,9,1.44,1452,85,419,1,0.56,3,12,2.5,4,7,480,9,17,1,1125,9,24,54,327,19,3,5,17,1871,2000,6800,200,75
"318",743211,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","today","f","strict","f","f",97,10,9,10,10,9,9,1.17,269,54,1284,1,0.76,2,9,2.5,4,5,550,0,1,3,21,17,43,66,334,49,2,4,15,1553,NA,NA,300,100
"319",5166870,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","a week ago","f","moderate","f","f",94,10,10,10,10,9,10,1.66,1158,35,600,1,1,1,4,1,2,2,180,2,13,2,31,9,22,52,322,32,1,4,16,1758,1000,2100,95,80
"320",3593290,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","3 months ago","f","moderate","f","f",100,10,10,10,10,10,10,0.35,544,41,718,0.86,0.75,1,5,3.5,4,4,325,4,1,3,1125,5,35,65,340,8,1,4,13,1262,1700,NA,300,90
"321",14672735,"NA","Jamaica Plain","2130","f","['email', 'phone']","t","f","Jamaica Plain","t","Apartment","Private room","Real Bed","2 weeks ago","t","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,1,1,1,1,1,65,1,1,7,1125,25,42,72,72,0,1,2,10,41,NA,NA,NA,NA
"322",1612842,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","5 weeks ago","f","strict","f","f",98,10,10,10,9,9,9,0.23,57,130,1069,1,1,1,4,1,3,4,290,1,1,5,1125,25,55,85,360,8,1,3,9,1126,2000,NA,NA,NA
"323",332225,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","5 days ago","f","moderate","f","f",94,10,9,9,10,9,9,0.86,253,52,1449,1,0.88,2,4,2,4,3,159,4,1,2,1125,3,4,4,16,41,1,5,11,1702,NA,NA,500,100
"324",496022,"a few days or more","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","3 weeks ago","f","strict","t","t",99,10,10,10,10,10,10,0.44,546,97,1112,0,1,1,2,1,1,1,200,2,17,2,120,0,0,1,28,16,1,5,13,1658,750,2000,100,50
"325",8720718,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","House","Private room","Real Bed","today","f","moderate","f","f",98,10,10,10,10,10,10,7.38,15,29,348,1,1,2,2,1,1,1,95,1,1,1,1125,0,5,12,231,80,2,4,10,363,NA,NA,NA,20
"326",9212213,"within a day","NA","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","f","Condominium","Entire home/apt","Real Bed","2 weeks ago","f","moderate","f","f",85,8,7,10,10,10,8,2.06,50,55,285,1,0,1,2,1,1,1,65,1,1,1,1125,0,0,0,248,18,1,4,16,335,695,2500,NA,NA
"327",8310894,"within a day","Jamaica Plain","2130","t","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","3 months ago","f","moderate","f","f",98,10,10,10,10,9,10,0.79,320,87,363,1,1,1,3,1,1,1,99,1,1,2,1125,0,0,0,0,9,1,5,10,683,NA,NA,200,35
"328",1167221,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","2 weeks ago","f","moderate","f","f",95,10,10,10,9,10,10,3.25,318,33,918,1,1,5,3,1,1,2,93,2,17,3,30,5,17,47,317,97,3,4,14,1236,850,2950,100,40
"329",2592416,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","2 weeks ago","f","moderate","f","f",100,10,10,9,10,9,10,0.21,36,165,892,0.6,0.5,1,10,2.5,4,6,500,1,1,3,1125,0,0,1,88,6,1,4,14,928,2000,NA,200,100
"330",1701741,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","7 weeks ago","f","moderate","f","t",88,9,8,10,10,10,8,0.23,96,279,1082,1,1,1,4,1,2,2,295,4,17,1,30,30,60,90,365,8,1,4,8,1178,NA,NA,400,50
"331",4526315,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","House","Entire home/apt","Real Bed","today","f","strict","f","f",98,10,10,10,10,10,10,1.36,715,37,641,1,1,1,11,3.5,5,5,450,6,33,3,1125,10,22,40,145,28,1,3,14,1356,NA,NA,500,175
"332",5918944,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","3 weeks ago","f","strict","f","f",100,10,10,10,10,9,10,0.31,1512,252,512,1,0.56,2,4,1.5,2,2,150,2,7,1,1125,0,0,4,279,5,2,5,14,2024,NA,NA,100,75
"333",5738018,"a few days or more","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","2 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,0,1,1,4,1,2,1,95,1,1,5,1125,0,0,0,0,0,1,4,10,1184,NA,1900,NA,NA
"334",4181530,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Condominium","Entire home/apt","Real Bed","a week ago","f","moderate","f","f",99,10,10,10,10,10,10,0.78,797,34,713,1,1,1,4,1,2,2,150,2,1,3,1125,0,0,0,213,18,1,5,16,1510,600,2000,NA,40
"335",6065674,"within an hour","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","today","f","strict","f","f",95,10,10,10,10,10,10,0.75,237,48,503,1,0.93,2,8,2,4,4,399,4,1,2,1125,13,21,46,274,12,2,4,12,740,NA,NA,100,120
"336",13698137,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","f","House","Private room","Real Bed","4 days ago","f","flexible","f","f",93,10,9,10,10,10,10,12.13,236,29,70,1,1,2,2,1,1,1,71,1,1,1,35,0,0,0,97,19,2,3,12,306,NA,NA,NA,NA
"337",12209652,"within an hour","Jamaica Plain","2130","f","['email', 'phone']","t","f","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","2 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,0.8,1,3,6,1,3,3,500,5,20,1,1125,30,60,90,365,0,3,2,14,181,NA,NA,400,100
"338",5049582,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Bed & Breakfast","Private room","Real Bed","4 weeks ago","f","flexible","f","f",100,10,9,10,10,10,9,0.48,1723,35,521,1,0.92,2,2,1,1,1,70,1,1,7,90,0,0,30,305,8,2,5,10,2244,450,1500,NA,NA
"339",12209339,"within an hour","Jamaica Plain","2130","f","['email', 'phone']","t","f","Jamaica Plain","t","Apartment","Private room","Futon","2 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,0.8,1,3,2,1,1,1,125,1,1,1,1125,30,60,90,365,0,3,2,14,181,NA,NA,200,60
"340",8981656,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","Bed & Breakfast","Private room","Real Bed","today","t","strict","f","f",95,10,10,10,10,10,10,2.18,8,29,340,1,1,1,2,1,1,1,85,1,7,3,14,5,27,57,323,23,1,3,11,348,NA,NA,NA,NA
"341",13110347,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","3 days ago","t","moderate","f","f",97,10,10,10,10,10,10,10.88,611,26,114,0.96,1,2,2,1,1,1,61,1,1,2,1125,1,12,42,132,33,2,4,7,725,NA,NA,NA,5
"342",9833460,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","today","f","strict","f","f",93,10,10,10,10,10,9,0.98,1215,37,115,1,0.56,4,6,2,2,4,250,1,13,1,1125,6,17,31,306,3,4,4,16,1330,1300,3300,1000,100
"343",8801250,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","t","Jamaica Plain","t","House","Private room","Real Bed","1 week ago","t","strict","f","f",90,10,9,10,9,10,10,0.48,519,32,273,0.73,1,4,2,1,1,1,56,1,17,1,1125,6,36,66,341,4,4,4,10,792,200,800,100,30
"344",11553697,"NA","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Shared room","Real Bed","2 days ago","f","flexible","f","f",80,9,7,9,9,9,8,0.52,1097,166,195,1,0.94,1,3,1,1,2,200,1,1,1,1125,0,0,0,0,3,1,4,9,1292,NA,NA,NA,25
"345",13110084,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","today","f","strict","f","f",94,10,10,10,10,9,9,3.93,5,26,130,1,1,4,6,1,2,3,220,4,17,2,1125,18,42,68,185,14,4,3,12,135,NA,NA,250,75
"346",14682931,"within an hour","Jamaica Plain","2119","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Bed & Breakfast","Private room","Real Bed","today","t","strict","f","f",100,10,10,10,10,10,10,1,522,26,26,1,1,3,1,1.5,1,1,80,1,1,1,30,18,47,77,352,1,3,4,11,548,NA,NA,NA,15
"347",6425318,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Bed & Breakfast","Private room","Real Bed","5 weeks ago","f","strict","f","f",95,9,9,10,10,9,9,0.52,414,47,486,1,0.89,4,2,1,1,1,60,1,13,1,1125,0,0,13,288,8,4,4,10,900,NA,NA,NA,10
"348",2378421,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","4 days ago","f","moderate","f","f",99,10,10,10,10,10,10,2.17,69,29,894,1,0.82,1,2,1,1,2,125,2,1,2,14,7,26,56,146,63,1,4,11,963,NA,NA,NA,35
"349",2443944,"NA","Jamaica Plain","2130","f","['email', 'phone']","t","f","Jamaica Plain","t","House","Entire home/apt","Real Bed","6 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,1,5,2,3,3,500,1,1,4,5,0,0,0,0,0,1,2,14,1382,NA,NA,NA,NA
"350",14683493,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","2 days ago","f","flexible","f","f",100,10,10,10,10,10,10,1,308,36,36,1,0.9,2,2,1,1,1,149,1,1,2,30,5,15,36,311,1,2,4,14,344,NA,NA,NA,25
"351",12949270,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","4 months ago","f","flexible","f","f",100,10,10,10,10,10,10,0.78,660,130,139,1,1,2,2,1,1,1,65,1,1,1,1125,0,0,0,0,3,2,4,13,799,NA,NA,NA,NA
"352",12781774,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews']","t","f","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","yesterday","f","strict","f","f",94,9,10,10,9,9,9,1.93,305,35,132,1,0.91,1,2,1,0,1,99,2,1,1,1125,2,3,19,294,7,1,3,9,437,NA,NA,NA,35
"353",8226982,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","3 months ago","f","moderate","f","f",100,10,10,10,10,9,9,0.69,1020,111,197,1,0.33,1,3,1,1,2,67,1,1,1,4,0,0,0,0,4,1,4,10,1217,NA,NA,NA,25
"354",5212321,"within an hour","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","5 weeks ago","f","strict","f","f",100,10,10,10,10,10,10,0.13,719,258,258,1,1,2,5,1.5,2,4,180,5,7,21,84,0,0,0,90,1,2,4,16,977,1248,4989,1500,150
"355",4339392,"within a few hours","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","2 months ago","f","moderate","f","f",100,10,10,10,10,10,10,0.32,834,57,670,1,1,1,3,2,2,2,170,0,1,2,1125,0,0,0,213,7,1,5,12,1504,NA,NA,500,60
"356",12191871,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'jumio', 'kba']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","2 days ago","f","strict","f","f",100,10,10,10,10,10,10,3.56,2041,30,82,1,1,1,4,1,2,2,115,3,17,1,60,5,12,29,111,7,1,5,16,2123,NA,NA,350,70
"357",12190053,"NA","Jamaica Plain","2130","f","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","House","Entire home/apt","Real Bed","6 weeks ago","f","moderate","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.94,1,4,2,2,3,235,1,1,7,1125,0,0,0,84,0,1,5,12,1340,NA,NA,NA,NA
"358",6764572,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","House","Private room","Real Bed","4 days ago","f","strict","f","f",95,10,9,10,10,10,9,3.53,7,50,473,1,0.94,2,2,1,1,1,89,1,2,1,1125,2,14,36,66,53,2,4,15,480,650,2300,NA,NA
"359",8521792,"within an hour","NA","2130","t","['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Jamaica Plain","f","House","Private room","Real Bed","today","f","flexible","f","f",95,10,9,10,10,9,9,2.49,55,26,373,1,0.96,1,2,1,1,1,110,1,1,1,1125,7,17,31,290,29,1,4,15,428,900,3500,NA,NA
"360",4065322,"within an hour","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Private room","Real Bed","today","f","flexible","f","f",93,10,10,10,10,9,9,0.99,98,33,719,1,1,1,2,1,1,1,84,2,17,1,1125,2,25,55,330,23,1,4,10,817,455,1400,NA,10
"361",12209147,"within an hour","Jamaica Plain","2130","f","['email', 'phone']","t","f","Jamaica Plain","t","Apartment","Private room","Real Bed","2 months ago","f","flexible","f","f",94,10,10,10,10,10,9,1.17,377,49,359,0.8,1,3,2,1,1,1,125,1,1,1,1125,30,60,90,365,0,3,2,14,181,NA,NA,200,60
"362",14501824,"within a few hours","Jamaica Plain","2130","t","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","3 weeks ago","f","moderate","f","f",94,10,10,10,10,10,9,1.17,377,49,359,1,0.56,2,3,1,1,1,130,2,13,1,1125,1,1,1,263,0,2,5,9,2024,NA,NA,100,75
"363",12274601,"a few days or more","Jamaica Plain","2130","f","['phone', 'facebook', 'reviews']","t","f","Jamaica Plain","t","Apartment","Private room","Real Bed","4 weeks ago","f","flexible","f","f",100,10,8,10,10,10,8,0.26,851,139,139,0.4,1,1,1,1,1,1,65,1,1,1,1125,6,36,66,341,1,1,3,8,990,350,1200,NA,NA
"364",4457943,"within an hour","Jamaica Plain","2130","t","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Townhouse","Private room","Real Bed","today","t","strict","f","f",100,10,10,10,10,9,10,2.02,81,26,678,1,0.97,2,2,1,1,1,86,2,1,1,1125,0,9,27,27,44,2,4,14,759,1190,4760,200,20
"365",9865550,"NA","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Futon","9 months ago","f","strict","f","f",100,10,8,10,10,8,10,0.12,1297,272,272,1,0.94,1,4,1,1,1,75,1,1,7,27,0,0,0,0,1,1,4,10,1569,490,1800,300,40
"366",4838985,"within a day","Jamaica Plain","2130","f","['email', 'phone', 'reviews', 'kba']","t","t","Jamaica Plain","t","Apartment","Entire home/apt","Real Bed","3 weeks ago","f","strict","f","f",90,9,8,10,10,8,9,0.36,1365,307,527,1,0.95,2,6,1,3,2,255,1,1,2,14,0,0,0,17,6,2,4,11,1892,1148,NA,NA,125
